ID_hecho,ID_Caso,ID_persona,Numero_hecho_por_fuerza,Tipo_fuerza,Anio,Mes,Sexo,Situacion_de_Servicio,Personal_Ileso,Personal_Herido,Personal_Fallecido,Civil_Interviniente_Herido,Civil_Interviniente_Fallecido,Civil_Tercero_Herido,Civil_Tercero_Fallecido,Civil_Victima_Herido,Civil_Victima_Fallecido,Provincia,Aglomerado,Partido_Municipio,HORA,Categoria_tipo_de_Hecho,,
PFA_96_2020,96,138,96,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,San Miguel,08:10:00,Personal policial victima de robo,,
PFA_97_2020,97,139,97,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Cordoba,,Cordoba,08:00:00,Personal policial victima de robo,,
PFA_98_2020,98,140,98,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,12:45:00,intervencion en robo a terceros,,
PFA_98_2020,98,141,98,PFA,2020,Junio,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,12:45:00,intervencion en robo a terceros,,
PFA_99_2020,99,142,99,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,22:30:00,intervencion en robo a terceros,,
PFA_100_2020,100,143,100,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Misiones,,,02:00:00,Otros,,
PFA_101_2020,101,144,101,PFA,2020,Julio,Masculino,Fuera de Servicio,0,1,0,1,1,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,06:25:00,Personal policial victima de robo,,
PFA_102_2020,102,145,102,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,06:30:00,Personal policial victima de robo,,
PFA_103_2020,103,146,103,PFA,2020,Julio,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,05:00:00,Personal policial victima de robo,,
PFA_104_2020,104,147,104,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,21:30:00,Personal policial victima de robo,,
PFA_105_2020,105,148,105,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Tres de Febrero,12:40:00,intervencion en robo a terceros,,
PFA_106_2020,106,149,106,PFA,2020,Julio,Femenino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,19:00:00,Personal policial victima de robo,,
PFA_107_2020,107,150,107,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,03:30:00,Personal policial victima de robo,,
PFA_108_2020,108,151,108,PFA,2020,Julio,Masculino,Fuera de Servicio,0,1,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,Moron,06:10:00,Personal policial victima de robo,,
PFA_109_2020,109,152,109,PFA,2020,Julio,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,22:00:00,Personal policial victima de robo,,
PFA_110_2020,110,153,110,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,00:30:00,Personal policial victima de robo,,
PFA_111_2020,111,154,111,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,18:20:00,Personal policial victima de robo,,
PFA_112_2020,112,155,112,PFA,2020,Julio,Femenino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,23:20:00,Personal policial victima de robo,,
PFA_113_2020,113,156,113,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Resto de la Provincia,Resto de la Provincia,07:00:00,Personal policial victima de robo,,
PFA_114_2020,114,157,114,PFA,2020,Julio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Berazategui,00:10:00,Personal policial victima de robo,,
PFA_115_2020,115,158,115,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,20:00:00,Personal policial victima de robo,,
PFA_116_2020,116,159,116,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,21:50:00,Personal policial victima de robo,,
PFA_117_2020,117,160,117,PFA,2020,Agosto,Femenino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,22:00:00,Personal policial victima de robo,,
PFA_117_2020,117,161,117,PFA,2020,Agosto,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,22:00:00,Personal policial victima de robo,,
PFA_118_2020,118,162,118,PFA,2020,Agosto,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 13,,22:00:00,intervencion en tareas de prevencion ,,
PFA_119_2020,119,163,119,PFA,2020,Agosto,Masculino,Fuera de Servicio,0,1,0,2,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,17:50:00,Personal policial victima de robo,,
PFA_120_2020,120,164,120,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,Moron,15:00:00,Personal policial victima de robo,,
PFA_121_2020,121,165,121,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,22:30:00,Personal policial victima de robo,,
PFA_122_2020,122,166,122,PFA,2020,Agosto,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Presidente Peron,20:50:00,Personal policial victima de robo,,
PFA_123_2020,123,167,123,PFA,2020,Agosto,Femenino,Fuera de Servicio,0,0,1,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,06:50:00,Personal policial victima de robo,,
PFA_124_2020,124,168,124,PFA,2020,Agosto,Masculino,En Servicio,1,0,0,0,0,0,0,1,0,Buenos Aires,Oeste GBA,Tres de Febrero,21:00:00,intervencion en tareas de prevencion ,,
PFA_125_2020,125,169,125,PFA,2020,Agosto,Masculino,En Servicio,0,1,0,0,0,0,0,0,0,C.A.B.A.,Comuna 1,,18:45:00,Accidentes,,
PFA_126_2020,126,170,126,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Norte GBA,Malvinas Argentinas,19:45:00,Personal policial victima de robo,,
PFA_127_2020,127,171,127,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 15,,06:00:00,Personal policial victima de agresiones,,
PFA_128_2020,128,172,128,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,19:40:00,Personal policial victima de robo,,
PFA_129_2020,129,173,129,PFA,2020,Agosto,Femenino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,06:00:00,Personal policial victima de robo,,
PFA_130_2020,130,174,130,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Berazategui,20:00:00,Personal policial victima de robo,,
PFA_131_2020,131,175,131,PFA,2020,Agosto,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,20:30:00,Personal policial victima de robo,,
PFA_132_2020,132,176,132,PFA,2020,Agosto,Masculino,NO Corresponde,1,0,0,0,0,0,1,0,0,Buenos Aires,Sur GBA,Lanus,13:00:00,Personal RETIRADO victima de robo,,
PFA_133_2020,133,177,133,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,16:10:00,Personal policial victima de robo,,
PFA_134_2020,134,178,134,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,22:00:00,Personal policial victima de robo,,
PFA_135_2020,135,179,135,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,00:30:00,Personal policial victima de robo,,
PFA_136_2020,136,180,136,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Berazategui,07:50:00,Personal policial victima de robo,,
PFA_137_2020,137,181,137,PFA,2020,Septiembre,Masculino,NO Corresponde,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,20:40:00,Personal RETIRADO victima de robo,,
PFA_138_2020,138,182,138,PFA,2020,Septiembre,Femenino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moron,21:00:00,Personal policial victima de robo,,
PFA_139_2020,139,183,139,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 9,,15:00:00,Otros,,
PFA_140_2020,140,184,140,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,13:20:00,Personal Policial Autor de Ilicito ,,
PFA_141_2020,141,185,141,PFA,2020,Septiembre,Masculino,En Servicio,1,0,0,1,0,0,0,0,0,Corrientes,,,19:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_141_2020,141,186,141,PFA,2020,Septiembre,Masculino,En Servicio,0,1,0,0,0,0,0,0,0,Corrientes,,,19:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_141_2020,141,187,141,PFA,2020,Septiembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Corrientes,,,19:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_142_2020,142,188,142,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Salta,,,19:00:00,Personal Policial Autor de Ilicito ,,
PFA_143_2020,143,189,143,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,21:30:00,Personal policial victima de robo,,
PFA_144_2020,144,190,144,PFA,2020,Septiembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,23:30:00,Intervencion en conflictos entre vecinos, discusiones, rinas
PFA_145_2020,145,191,145,PFA,2020,Septiembre,Masculino,Fuera de Servicio,0,1,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,20:50:00,Personal policial victima de robo,,
PFA_146_2020,146,192,146,PFA,2020,Septiembre,Masculino,En Servicio,0,0,1,0,1,0,0,0,0,C.A.B.A.,Comuna 14,,16:25:00,intervencion en tareas de prevencion ,,
PFA_146_2020,146,193,146,PFA,2020,Septiembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 15,,16:25:00,intervencion en tareas de prevencion ,,
PFA_147_2020,147,194,147,PFA,2020,Septiembre,Masculino,NO Corresponde,1,0,0,0,1,0,0,0,0,C.A.B.A.,Comuna 13,,17:50:00,Personal RETIRADO victima de robo,,
PFA_147_2020,147,195,147,PFA,2020,Septiembre,Masculino,NO Corresponde,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 14,,17:50:00,Personal RETIRADO victima de robo,,
PFA_148_2020,148,196,148,PFA,2020,Octubre,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,Pilar,17:15:00,Personal policial victima de robo,,
PFA_148_2020,148,197,148,PFA,2020,Octubre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,Pilar,17:15:00,Personal policial victima de robo,,
PFA_149_2020,149,198,149,PFA,2020,Octubre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,23:30:00,Personal policial victima de robo,,
PFA_150_2020,150,199,150,PFA,2020,Octubre,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Tucuman,,,02:00:00,Personal policial victima de robo,,
PFA_151_2020,151,200,151,PFA,2020,Octubre,Masculino,Fuera de Servicio,0,0,1,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,21:28:00,intervencion en robo a terceros,,
PFA_152_2020,152,201,152,PFA,2020,Octubre,Masculino,NO Corresponde,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,21:10:00,Personal policial victima de robo,,
PFA_153_2020,153,202,153,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Presidente Peron,03:10:00,Personal policial victima de robo,,
PFA_154_2020,154,203,154,PFA,2020,Octubre,Masculino,Fuera de Servicio,0,0,1,0,0,0,0,2,1,C.A.B.A.,Comuna 4,,23:35:00,Personal policial victima de robo,,
PFA_155_2020,155,204,155,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,16:20:00,intervencion en robo a terceros,,
PFA_156_2020,156,205,156,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,20:10:00,Personal policial victima de robo,,
PFA_157_2020,157,206,157,PFA,2020,Octubre,Masculino,En Servicio,1,0,0,0,0,1,0,0,0,Buenos Aires,Sur GBA,Ezeiza,16:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_157_2020,157,207,157,PFA,2020,Octubre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Ezeiza,16:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_157_2020,157,208,157,PFA,2020,Octubre,sin dato,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Ezeiza,16:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_157_2020,157,209,157,PFA,2020,Octubre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Ezeiza,16:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_157_2020,157,210,157,PFA,2020,Octubre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Ezeiza,16:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_158_2020,158,211,158,PFA,2020,Octubre,Femenino,En Servicio,0,1,0,1,0,1,0,0,0,C.A.B.A.,Comuna 1,,08:00:00,Otros,,
PFA_159_2020,159,212,159,PFA,2020,Octubre,Masculino,NO Corresponde,0,1,0,0,0,0,0,0,0,C.A.B.A.,Comuna 8,,14:45:00,Personal RETIRADO victima de robo,,
PFA_160_2020,160,213,160,PFA,2020,Octubre,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,00:20:00,Personal policial victima de robo,,
PFA_160_2020,160,214,160,PFA,2020,Octubre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,00:20:00,Personal policial victima de robo,,
PFA_161_2020,161,215,161,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Resto de la Provincia,Resto de la Provincia,06:30:00,Personal policial victima de robo,,
PFA_162_2020,162,216,162,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,21:30:00,Personal policial victima de robo,,
PFA_163_2020,163,217,163,PFA,2020,Octubre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,20:00:00,intervencion en robo a terceros,,
PFA_164_2020,164,218,164,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,05:40:00,Personal policial victima de robo,,
PFA_165_2020,165,219,165,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Berazategui,19:40:00,intervencion en robo a terceros,,
PFA_166_2020,166,220,166,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,14:30:00,Personal policial victima de robo,,
PFA_167_2020,167,221,167,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,03:40:00,Personal policial victima de robo,,
PFA_168_2020,168,222,168,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,21:30:00,Personal policial victima de robo,,
PFA_169_2020,169,223,169,PFA,2020,Noviembre,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,11:00:00,Personal policial victima de robo,,
PFA_170_2020,170,224,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,225,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,226,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,227,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,228,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,229,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,230,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,231,170,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,232,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,233,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,234,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,235,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,236,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,237,170,PFA,2020,Noviembre,sin dato,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,238,170,PFA,2020,Noviembre,sin dato,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,239,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,240,170,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,241,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,242,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,243,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,244,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,245,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,246,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,247,170,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,248,170,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_170_2020,170,249,170,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Mendoza,,,13:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_171_2020,171,250,171,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,05:30:00,Personal policial victima de robo,,
PFA_172_2020,172,251,172,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,21:30:00,Personal policial victima de robo,,
PFA_173_2020,173,252,173,PFA,2020,Noviembre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,23:30:00,intervencion en robo a terceros,,
PFA_173_2020,173,253,173,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,23:30:00,intervencion en robo a terceros,,
PFA_174_2020,174,254,174,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,21:10:00,intervencion en robo a terceros,,
PFA_175_2020,175,255,175,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,21:50:00,Personal policial victima de robo,,
PFA_175_2020,175,256,175,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,21:50:00,Personal policial victima de robo,,
PFA_176_2020,176,257,176,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,23:00:00,Personal policial victima de robo,,
PFA_176_2020,176,258,176,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,23:00:00,Personal policial victima de robo,,
PFA_176_2020,176,259,176,PFA,2020,Noviembre,Masculino,NO Corresponde,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,23:00:00,Personal policial victima de robo,,
PFA_177_2020,177,260,177,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_177_2020,177,261,177,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_177_2020,177,262,177,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_177_2020,177,263,177,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_177_2020,177,264,177,PFA,2020,Noviembre,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_177_2020,177,265,177,PFA,2020,Noviembre,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Entre Rios,,,08:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_178_2020,178,266,178,PFA,2020,Noviembre,Masculino,NO Corresponde,0,1,0,0,1,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,14:58:00,intervencion en robo a terceros,,
PFA_179_2020,179,267,179,PFA,2020,Noviembre,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,17:30:00,Personal policial victima de robo,,
PFA_180_2020,180,268,180,PFA,2020,Noviembre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,C.A.B.A.,Comuna 1,,22:40:00,Personal policial victima de robo,,
PFA_181_2020,181,269,181,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,23:00:00,Personal policial victima de robo,,
PFA_182_2020,182,270,182,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,17:00:00,Personal policial victima de robo,,
PFA_183_2020,183,271,183,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,21:10:00,Personal policial victima de robo,,
PFA_184_2020,184,272,184,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Resto de la Provincia,Resto de la Provincia,10:00:00,Personal Policial Autor de Ilicito ,,
PFA_185_2020,185,273,185,PFA,2020,Diciembre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,08:50:00,Personal policial victima de agresiones,,
PFA_186_2020,186,274,186,PFA,2020,Diciembre,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,19:00:00,Personal policial victima de robo,,
PFA_187_2020,187,275,187,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Resto de la Provincia,Resto de la Provincia,23:00:00,Personal policial victima de robo,,
PFA_187_2020,187,276,187,PFA,2020,Diciembre,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Resto de la Provincia,Resto de la Provincia,23:00:00,Personal policial victima de robo,,
